query_name,model_name,experiment_id,overlap_mAP
sofa-28,LearningBased,AlignRank-0.15,0.4661111111111111
sofa-28,LearningBased,AlignRank-0.25,0.4253571428571429
sofa-28,LearningBased,AlignRank-0.35,0.2549603174603175
sofa-28,LearningBased,AlignRank-0.45,0.2549603174603175
sofa-28,LearningBased,AlignRank-0.55,0.2549603174603175
sofa-28,LearningBased,AlignRank-0.65,0.0964484126984127
sofa-28,LearningBased,AlignRank-0.75,0.0964484126984127
sofa-28,LearningBased,AlignRank-0.85,0.0
sofa-28,LearningBased,AlignRank-0.95,0.0
sofa-29,LearningBased,AlignRank-0.05,0.2108465608465608
sofa-29,LearningBased,AlignRank-0.15,0.2108465608465608
sofa-29,LearningBased,AlignRank-0.25,0.146547619047619
sofa-29,LearningBased,AlignRank-0.35,0.146547619047619
sofa-29,LearningBased,AlignRank-0.45,0.146547619047619
sofa-29,LearningBased,AlignRank-0.55,0.1123412698412698
sofa-29,LearningBased,AlignRank-0.65,0.0
sofa-29,LearningBased,AlignRank-0.75,0.0
sofa-29,LearningBased,AlignRank-0.85,0.0
sofa-29,LearningBased,AlignRank-0.95,0.0
lighting-30,LearningBased,AlignRank-0.05,0.4928571428571427
lighting-30,LearningBased,AlignRank-0.15,0.4266269841269841
lighting-30,LearningBased,AlignRank-0.25,0.4266269841269841
lighting-30,LearningBased,AlignRank-0.35,0.4266269841269841
lighting-30,LearningBased,AlignRank-0.45,0.1837301587301587
lighting-30,LearningBased,AlignRank-0.55,0.032281746031746
lighting-30,LearningBased,AlignRank-0.65,0.0
lighting-30,LearningBased,AlignRank-0.75,0.0
lighting-30,LearningBased,AlignRank-0.85,0.0
lighting-30,LearningBased,AlignRank-0.95,0.0
lighting-31,LearningBased,AlignRank-0.05,0.3416534391534391
lighting-31,LearningBased,AlignRank-0.15,0.2130555555555555
lighting-31,LearningBased,AlignRank-0.25,0.1643650793650793
lighting-31,LearningBased,AlignRank-0.35,0.1167328042328042
lighting-31,LearningBased,AlignRank-0.45,0.0740079365079365
lighting-31,LearningBased,AlignRank-0.55,0.058042328042328
lighting-31,LearningBased,AlignRank-0.65,0.0
lighting-31,LearningBased,AlignRank-0.75,0.0
lighting-31,LearningBased,AlignRank-0.85,0.0
lighting-31,LearningBased,AlignRank-0.95,0.0
bed-32,LearningBased,AlignRank-0.05,0.2987936507936507
bed-32,LearningBased,AlignRank-0.15,0.202
bed-32,LearningBased,AlignRank-0.25,0.1196825396825397
bed-32,LearningBased,AlignRank-0.35,0.0811031746031746
bed-32,LearningBased,AlignRank-0.45,0.0205238095238095
bed-32,LearningBased,AlignRank-0.55,0.0
bed-32,LearningBased,AlignRank-0.65,0.0
bed-32,LearningBased,AlignRank-0.75,0.0
bed-32,LearningBased,AlignRank-0.85,0.0
bed-32,LearningBased,AlignRank-0.95,0.0
bed-33,LearningBased,AlignRank-0.05,0.723452380952381
bed-33,LearningBased,AlignRank-0.15,0.6783928571428571
bed-33,LearningBased,AlignRank-0.25,0.4603571428571428
bed-33,LearningBased,AlignRank-0.35,0.3302678571428571
bed-33,LearningBased,AlignRank-0.45,0.2609027777777777
bed-33,LearningBased,AlignRank-0.55,0.1965376984126984
bed-33,LearningBased,AlignRank-0.65,0.095922619047619
bed-33,LearningBased,AlignRank-0.75,0.0482242063492063
bed-33,LearningBased,AlignRank-0.85,0.0482242063492063
bed-33,LearningBased,AlignRank-0.95,0.0
cushion-34,LearningBased,AlignRank-0.05,0.6954365079365079
cushion-34,LearningBased,AlignRank-0.15,0.533968253968254
cushion-34,LearningBased,AlignRank-0.25,0.3875198412698413
cushion-34,LearningBased,AlignRank-0.35,0.274890873015873
cushion-34,LearningBased,AlignRank-0.45,0.2612103174603175
cushion-34,LearningBased,AlignRank-0.55,0.0732242063492063
cushion-34,LearningBased,AlignRank-0.65,0.0732242063492063
cushion-34,LearningBased,AlignRank-0.75,0.0
cushion-34,LearningBased,AlignRank-0.85,0.0
cushion-34,LearningBased,AlignRank-0.95,0.0
cushion-35,LearningBased,AlignRank-0.05,0.712015873015873
cushion-35,LearningBased,AlignRank-0.15,0.4910714285714285
cushion-35,LearningBased,AlignRank-0.25,0.4346349206349206
cushion-35,LearningBased,AlignRank-0.35,0.2677698412698412
cushion-35,LearningBased,AlignRank-0.45,0.1759841269841269
cushion-35,LearningBased,AlignRank-0.55,0.0648015873015873
cushion-35,LearningBased,AlignRank-0.65,0.060579365079365
cushion-35,LearningBased,AlignRank-0.75,0.0
cushion-35,LearningBased,AlignRank-0.85,0.0
cushion-35,LearningBased,AlignRank-0.95,0.0
objects-36,LearningBased,AlignRank-0.05,0.8400992063492062
objects-36,LearningBased,AlignRank-0.15,0.8400992063492062
objects-36,LearningBased,AlignRank-0.25,0.8400992063492062
objects-36,LearningBased,AlignRank-0.35,0.7860119047619049
objects-36,LearningBased,AlignRank-0.45,0.4316269841269841
objects-36,LearningBased,AlignRank-0.55,0.1464484126984127
objects-36,LearningBased,AlignRank-0.65,0.0
objects-36,LearningBased,AlignRank-0.75,0.0
objects-36,LearningBased,AlignRank-0.85,0.0
objects-36,LearningBased,AlignRank-0.95,0.0
objects-37,LearningBased,AlignRank-0.05,0.5610019841269842
objects-37,LearningBased,AlignRank-0.15,0.4877777777777777
objects-37,LearningBased,AlignRank-0.25,0.4092757936507937
objects-37,LearningBased,AlignRank-0.35,0.3716071428571428
objects-37,LearningBased,AlignRank-0.45,0.2230257936507937
objects-37,LearningBased,AlignRank-0.55,0.1711607142857142
objects-37,LearningBased,AlignRank-0.65,0.1006150793650793
objects-37,LearningBased,AlignRank-0.75,0.0
objects-37,LearningBased,AlignRank-0.85,0.0
objects-37,LearningBased,AlignRank-0.95,0.0
objects-38,LearningBased,AlignRank-0.05,0.4627116402116402
objects-38,LearningBased,AlignRank-0.15,0.397632275132275
objects-38,LearningBased,AlignRank-0.25,0.2681084656084656
objects-38,LearningBased,AlignRank-0.35,0.2127513227513227
objects-38,LearningBased,AlignRank-0.45,0.1762301587301587
objects-38,LearningBased,AlignRank-0.55,0.1119312169312169
objects-38,LearningBased,AlignRank-0.65,0.0
objects-38,LearningBased,AlignRank-0.75,0.0
objects-38,LearningBased,AlignRank-0.85,0.0
objects-38,LearningBased,AlignRank-0.95,0.0
picture-39,LearningBased,AlignRank-0.05,0.3576190476190476
picture-39,LearningBased,AlignRank-0.15,0.2841825396825397
picture-39,LearningBased,AlignRank-0.25,0.2523571428571429
picture-39,LearningBased,AlignRank-0.35,0.2158095238095238
picture-39,LearningBased,AlignRank-0.45,0.1557380952380953
picture-39,LearningBased,AlignRank-0.55,0.0
picture-39,LearningBased,AlignRank-0.65,0.0
picture-39,LearningBased,AlignRank-0.75,0.0
picture-39,LearningBased,AlignRank-0.85,0.0
picture-39,LearningBased,AlignRank-0.95,0.0
picture-40,LearningBased,AlignRank-0.05,0.859457671957672
picture-40,LearningBased,AlignRank-0.15,0.6492724867724867
picture-40,LearningBased,AlignRank-0.25,0.3502910052910052
picture-40,LearningBased,AlignRank-0.35,0.1119312169312169
picture-40,LearningBased,AlignRank-0.45,0.0
picture-40,LearningBased,AlignRank-0.55,0.0
picture-40,LearningBased,AlignRank-0.65,0.0
picture-40,LearningBased,AlignRank-0.75,0.0
picture-40,LearningBased,AlignRank-0.85,0.0
picture-40,LearningBased,AlignRank-0.95,0.0
picture-41,LearningBased,AlignRank-0.05,0.501468253968254
picture-41,LearningBased,AlignRank-0.15,0.4374603174603174
picture-41,LearningBased,AlignRank-0.25,0.3892361111111111
picture-41,LearningBased,AlignRank-0.35,0.2948710317460318
picture-41,LearningBased,AlignRank-0.45,0.1376289682539682
picture-41,LearningBased,AlignRank-0.55,0.0816269841269841
picture-41,LearningBased,AlignRank-0.65,0.0
picture-41,LearningBased,AlignRank-0.75,0.0
picture-41,LearningBased,AlignRank-0.85,0.0
picture-41,LearningBased,AlignRank-0.95,0.0
picture-42,LearningBased,AlignRank-0.05,0.2342222222222222
picture-42,LearningBased,AlignRank-0.15,0.1714206349206349
picture-42,LearningBased,AlignRank-0.25,0.1328412698412698
picture-42,LearningBased,AlignRank-0.35,0.1266190476190476
picture-42,LearningBased,AlignRank-0.45,0.058579365079365
picture-42,LearningBased,AlignRank-0.55,0.058579365079365
picture-42,LearningBased,AlignRank-0.65,0.0
picture-42,LearningBased,AlignRank-0.75,0.0
picture-42,LearningBased,AlignRank-0.85,0.0
picture-42,LearningBased,AlignRank-0.95,0.0
picture-43,LearningBased,AlignRank-0.05,0.445218253968254
picture-43,LearningBased,AlignRank-0.15,0.445218253968254
picture-43,LearningBased,AlignRank-0.25,0.445218253968254
picture-43,LearningBased,AlignRank-0.35,0.445218253968254
picture-43,LearningBased,AlignRank-0.45,0.4029365079365079
picture-43,LearningBased,AlignRank-0.55,0.2350396825396825
picture-43,LearningBased,AlignRank-0.65,0.2350396825396825
picture-43,LearningBased,AlignRank-0.75,0.032281746031746
picture-43,LearningBased,AlignRank-0.85,0.0
picture-43,LearningBased,AlignRank-0.95,0.0
bathtub-44,LearningBased,AlignRank-0.05,0.2875793650793651
bathtub-44,LearningBased,AlignRank-0.15,0.249
bathtub-44,LearningBased,AlignRank-0.25,0.249
bathtub-44,LearningBased,AlignRank-0.35,0.2300873015873016
bathtub-44,LearningBased,AlignRank-0.45,0.160563492063492
bathtub-44,LearningBased,AlignRank-0.55,0.0
bathtub-44,LearningBased,AlignRank-0.65,0.0
bathtub-44,LearningBased,AlignRank-0.75,0.0
bathtub-44,LearningBased,AlignRank-0.85,0.0
bathtub-44,LearningBased,AlignRank-0.95,0.0
tv_monitor-45,LearningBased,AlignRank-0.05,0.3194642857142857
tv_monitor-45,LearningBased,AlignRank-0.15,0.3194642857142857
tv_monitor-45,LearningBased,AlignRank-0.25,0.0667857142857142
tv_monitor-45,LearningBased,AlignRank-0.35,0.032281746031746
tv_monitor-45,LearningBased,AlignRank-0.45,0.032281746031746
tv_monitor-45,LearningBased,AlignRank-0.55,0.032281746031746
tv_monitor-45,LearningBased,AlignRank-0.65,0.0
tv_monitor-45,LearningBased,AlignRank-0.75,0.0
tv_monitor-45,LearningBased,AlignRank-0.85,0.0
tv_monitor-45,LearningBased,AlignRank-0.95,0.0
chair-46,LearningBased,AlignRank-0.05,0.4667361111111111
chair-46,LearningBased,AlignRank-0.15,0.3541468253968254
chair-46,LearningBased,AlignRank-0.25,0.3516468253968254
chair-46,LearningBased,AlignRank-0.35,0.2419047619047619
chair-46,LearningBased,AlignRank-0.45,0.1176488095238095
chair-46,LearningBased,AlignRank-0.55,0.027390873015873
chair-46,LearningBased,AlignRank-0.65,0.0
chair-46,LearningBased,AlignRank-0.75,0.0
chair-46,LearningBased,AlignRank-0.85,0.0
chair-46,LearningBased,AlignRank-0.95,0.0
gym_equipment-47,LearningBased,AlignRank-0.05,0.036521164021164
gym_equipment-47,LearningBased,AlignRank-0.15,0.036521164021164
gym_equipment-47,LearningBased,AlignRank-0.25,0.036521164021164
gym_equipment-47,LearningBased,AlignRank-0.35,0.036521164021164
gym_equipment-47,LearningBased,AlignRank-0.45,0.036521164021164
gym_equipment-47,LearningBased,AlignRank-0.55,0.0
gym_equipment-47,LearningBased,AlignRank-0.65,0.0
gym_equipment-47,LearningBased,AlignRank-0.75,0.0
gym_equipment-47,LearningBased,AlignRank-0.85,0.0
